,FAM,live_basal_area,LAI_sum,LAI_win,aspect_mean,aspect_std,canopy_height,CWD,elevation_mean,elevation_std,forest_cover,ppt_sum,ppt_win,tmax_sum,tmax_win,tmean_sum,tmean_win,vpdmax_sum,vpdmax_win,EVP_sum,PEVAP_sum,EVP_win,PEVAP_win,vsm_sum,vsm_win,location,silt_fraction,sand_fraction,twi
407,0.000137966236176,12.263894325,1.45817966903,1.2329787234,191.96171189,100.130405724,16.72,679.4505,419.1,128.791351504,0.92,0.0,370.722222222,32.5925925926,14.7407407407,23.3333333333,9.5,37.5247584541,7.91975308642,167.24,811.20325,65.05175,159.658,0.102010144928,0.140372727273,181,19.0,64.0,349
408,0.000137966236176,13.6056316271,1.52380614657,1.23737588652,191.96171189,100.130405724,16.72,560.9318,419.1,128.791351504,0.92,0.194444444444,548.916666667,33.1481481481,13.1018518519,23.9166666667,7.96296296296,37.0606884058,7.39537037037,205.83625,769.565,58.77075,136.78175,0.111170588235,0.145834782609,181,19.0,64.0,349
409,0.0260756186874,12.0184538687,1.45308510638,1.12013002364,191.96171189,100.130405724,16.72,788.10673913,419.1,128.791351504,0.92,3.36111111111,388.611111111,34.1944444444,15.0277777778,24.537037037,9.14814814815,40.9737318841,9.44108669109,100.4065,883.642,58.579,135.36875,0.0996724137931,0.145403030303,181,19.0,64.0,349
410,0.000551864944703,13.0542636348,1.29230496454,1.37354609929,191.96171189,100.130405724,16.72,862.050111111,419.1,128.791351504,0.92,21.6944444444,105.888888889,32.212962963,15.5740740741,23.2222222222,9.05555555556,36.2140700483,10.2885802469,104.7525,868.93025,63.4295,187.22275,0.11063442623,0.153101666667,181,19.0,64.0,349
411,0.00951967042663,12.8785424609,1.28088652482,1.09091016548,191.96171189,100.130405724,16.72,951.008375,419.1,128.791351504,0.92,19.0,420.333333333,33.3611111111,17.8240740741,24.3425925926,11.5740740741,37.6865942029,12.6135802469,97.81925,841.137,66.59525,259.153,0.106520338983,0.158439215686,181,19.0,64.0,349
412,0.0187634088427,13.1483030247,1.30830969267,1.39057919622,191.96171189,100.130405724,16.72,897.95283871,419.1,128.791351504,0.92,1.86111111111,153.444444444,31.8240740741,18.7777777778,23.3518518519,12.2962962963,38.2339975845,11.8567901235,110.40325,881.7545,82.62925,274.15325,0.105585483871,0.166344642857,181,19.0,64.0,349
413,0.00103145318079,37.1592267949,2.39717070851,1.86223252496,193.565897963,104.512111192,26.24,663.992357143,906.751111111,212.265405798,1.0,3.27777777778,470.166666667,32.8981481481,13.8333333333,23.5277777778,7.80555555556,41.7971014493,10.3953703704,85.06125,867.581,105.8605,145.959,0.125860869565,0.141876190476,182,38.0,42.0,527
414,0.00361008607274,33.286809014,2.66570375654,1.95300760818,193.565897963,104.512111192,26.24,570.575833333,906.751111111,212.265405798,1.0,0.166666666667,457.805555556,31.2037037037,12.9444444444,22.2592592593,7.58333333333,35.1213768116,8.20030864198,157.50475,777.9395,92.05325,109.0955,0.133149275362,0.167936842105,182,38.0,42.0,527
415,0.000928307802675,28.855199802,2.76707085117,1.85430337613,193.565897963,104.512111192,26.24,480.919675676,906.751111111,212.265405798,1.0,6.69444444444,668.583333333,31.2037037037,11.8518518519,22.6666666667,6.5462962963,34.3475241546,8.16111111111,212.301,751.41975,81.21225,86.09825,0.137494117647,0.1606125,182,38.0,42.0,527
416,0.00319750480042,27.2362136258,2.71663100333,1.96617926771,193.565897963,104.512111192,26.24,733.191270833,906.751111111,212.265405798,1.0,9.19444444444,484.833333333,32.5925925926,13.537037037,23.5555555556,7.75925925926,38.6422101449,9.75915750916,61.203,860.2305,86.95825,65.85025,0.126162068966,0.1834875,182,38.0,42.0,527
417,0.0030943594223,28.0668348149,2.58874227294,2.14728958631,193.565897963,104.512111192,26.24,738.530564103,906.751111111,212.265405798,1.0,34.1388888889,141.388888889,30.4907407407,13.8796296296,22.5740740741,7.72222222222,34.1165458937,10.3456790123,56.0965,838.85825,107.58325,169.40875,0.134928333333,0.174836666667,182,38.0,42.0,527
418,0.0127900192017,26.6764572047,2.43756538279,1.91890156919,193.565897963,104.512111192,26.24,865.550628571,906.751111111,212.265405798,1.0,31.5555555556,525.222222222,31.2407407407,15.7407407407,23.3981481481,10.0462962963,34.7273550725,12.1762345679,34.37725,796.92875,100.40025,229.94525,0.130192857143,0.181075,182,38.0,42.0,527
419,0.0369260208704,27.2362136258,2.41781978126,2.15620542083,193.565897963,104.512111192,26.24,809.699191489,906.751111111,212.265405798,1.0,2.44444444444,217.027777778,30.4074074074,17.5,22.5740740741,11.5,35.0588768116,12.7592592593,38.296,849.48875,145.713,265.66375,0.129987931034,0.17889122807,182,38.0,42.0,527
420,0.032387915868,41.4525417709,2.91670217803,1.76508049242,193.119293265,102.390302131,30.6,598.310388889,1623.02333333,228.212572713,1.0,5.58333333333,565.027777778,29.1018518519,10.2592592593,20.6111111111,4.78703703704,34.4477657005,8.90432098765,121.015,841.08825,80.43725,138.703,0.147344285714,0.162886842105,183,23.0,67.0,475
421,0.0654799137683,41.4525417709,2.99998816288,1.66722301136,193.119293265,102.390302131,30.6,519.607232143,1623.02333333,228.212572713,1.0,1.63888888889,511.833333333,27.4537037037,9.62037037037,19.287037037,4.4537037037,29.1542874396,7.31327160494,192.76275,758.2,73.63375,107.31075,0.155934782609,0.175601785714,183,23.0,67.0,475
422,0.00915310669909,41.4525417709,3.18080018939,1.53939393939,193.119293265,102.390302131,30.6,404.717839286,1623.02333333,228.212572713,1.0,12.75,759.5,27.4537037037,8.86111111111,19.5648148148,3.62037037037,29.0803140097,7.69783950617,264.137,736.3225,65.253,85.49875,0.157629411765,0.1729525,183,23.0,67.0,475
423,0.00402334362973,41.4525417709,3.05458096591,2.20870028409,193.119293265,102.390302131,30.6,674.280303571,1623.02333333,228.212572713,1.0,16.3888888889,523.472222222,28.5740740741,10.5092592593,20.6851851852,4.98148148148,32.5634057971,8.94352869353,100.389,826.0855,64.719,58.4375,0.146408474576,0.194070833333,183,23.0,67.0,475
424,0.0059344317953,41.4525417709,3.18388967803,2.11723484848,193.119293265,102.390302131,30.6,633.921839286,1623.02333333,228.212572713,1.0,35.9166666667,158.138888889,27.4537037037,10.7314814815,20.0925925926,4.94444444444,30.0905797101,9.88796296296,87.771,801.6305,92.99125,148.5715,0.148052631579,0.183827777778,183,23.0,67.0,475
425,0.0266546499662,41.3713473325,2.99597537879,2.43160511364,193.119293265,102.390302131,30.6,748.940484848,1623.02333333,228.212572713,1.0,49.9166666667,536.805555556,27.6296296296,12.3055555556,20.462962963,7.0462962963,29.3743961353,10.4037037037,69.433,752.77075,92.4665,205.116,0.147063793103,0.189360416667,183,23.0,67.0,475
426,0.131362168691,41.8728231377,3.01504498106,2.72537878788,193.119293265,102.390302131,30.6,722.874943396,1623.02333333,228.212572713,1.0,13.1944444444,237.583333333,27.2685185185,14.3425925926,19.9074074074,8.81481481481,29.0,11.5719135802,77.6435,813.43925,137.82225,253.37025,0.14484137931,0.19413,183,23.0,67.0,475
427,0.024653668846,30.118859939,1.4216642925,0.412060778727,195.683314539,101.096944355,18.68,596.35212963,2231.08777778,304.035772869,0.96,10.0,590.916666667,23.5185185185,6.35185185185,16.6851851852,1.0462962963,25.3885869565,6.97160493827,194.88275,782.30725,50.815,155.51925,0.182894285714,0.1811325,184,27.0,49.0,276
428,0.0359436642419,30.118859939,1.49851614435,0.312701804368,195.683314539,101.096944355,18.68,501.674660714,2231.08777778,304.035772869,0.96,7.11111111111,515.916666667,22.4444444444,5.93518518519,15.3981481481,0.898148148148,22.4906400966,6.13179012346,257.63725,725.27075,47.86475,136.35075,0.191013043478,0.190533898305,184,27.0,49.0,276
429,0.0171654040317,30.118859939,1.46329534663,0.325961538462,195.683314539,101.096944355,18.68,387.181892857,2231.08777778,304.035772869,0.96,32.7222222222,737.361111111,22.3981481481,5.37962962963,15.6018518519,0.101851851852,21.8774154589,6.33919753086,296.133,702.27075,47.037,122.78475,0.189728787879,0.18706,184,27.0,49.0,276
430,0.00357132581324,30.118859939,1.39368471035,0.714589268756,195.683314539,101.096944355,18.68,660.862660377,2231.08777778,304.035772869,0.96,25.3055555556,480.944444444,23.6481481481,6.82407407407,17.1111111111,1.75,24.7264492754,7.20695970696,171.478,756.559,39.62475,104.185,0.185009259259,0.198,184,27.0,49.0,276
431,0.00610581474529,30.118859939,1.45277777778,0.53428300095,195.683314539,101.096944355,18.68,614.49175,2231.08777778,304.035772869,0.96,36.6944444444,153.055555556,22.3055555556,7.13888888889,16.1388888889,1.40740740741,23.1213768116,8.23333333333,178.83175,729.2115,53.77525,122.84975,0.194431666667,0.19785106383,184,27.0,49.0,276
432,0.0615189639638,30.3277184871,1.46290360874,0.738912630579,195.683314539,101.096944355,18.68,664.515358974,2231.08777778,304.035772869,0.96,88.8333333333,504.027777778,22.5555555556,8.41666666667,16.3518518519,3.33333333333,21.7910628019,8.15092592593,163.461,682.862,56.94625,176.77075,0.186192592593,0.206704545455,184,27.0,49.0,276
433,0.119581807851,30.1752809978,1.5200379867,0.962820512821,195.683314539,101.096944355,18.68,686.30138,2231.08777778,304.035772869,0.96,49.4444444444,233.194444444,22.2777777778,10.3888888889,16.0185185185,5.02777777778,21.282910628,9.30555555556,178.838,748.748,81.399,237.31925,0.179197222222,0.20078,184,27.0,49.0,276
434,0.00681740474356,27.5749113107,1.1301446183,0.303378378378,174.000826749,105.384012497,21.2,631.885292683,2392.42333333,284.649233873,1.0,20.4166666667,527.611111111,22.1203703704,5.12037037037,15.1666666667,-0.574074074074,23.6615338164,6.525,223.9855,768.74575,67.59425,142.7915,0.189656521739,0.181713207547,185,27.0,49.0,301
435,0.00658630614088,29.2395689309,1.20830962541,0.217093409199,174.000826749,105.384012497,21.2,487.777043478,2392.42333333,284.649233873,1.0,18.5833333333,487.305555556,21.1759259259,4.97222222222,14.0648148148,-0.5,21.6162439614,5.76296296296,276.9025,729.978,62.39875,126.058,0.191756521739,0.181117241379,185,27.0,49.0,301
436,0.00947503679114,29.8585624619,1.19669274538,0.240493124704,174.000826749,105.384012497,21.2,369.5545,2392.42333333,284.649233873,1.0,51.4444444444,644.166666667,21.2037037037,4.41666666667,14.1851851852,-1.39814814815,21.1334541063,6.06049382716,314.32425,705.135,60.901,106.07,0.193550769231,0.179645238095,185,27.0,49.0,301
437,0.00751070001353,27.6410976703,1.11673779042,0.501600284495,174.000826749,105.384012497,21.2,710.40715,2392.42333333,284.649233873,1.0,32.1944444444,421.666666667,22.5740740741,5.75,15.8796296296,0.222222222222,23.8016304348,6.94566544567,189.18575,756.08875,52.30525,91.908,0.180086363636,0.146,185,27.0,49.0,301
438,0.00519971506286,26.1579222334,1.18654575628,0.362885253675,174.000826749,105.384012497,21.2,650.740906977,2392.42333333,284.649233873,1.0,54.1388888889,134.972222222,21.1481481481,6.02777777778,14.7037037037,-0.240740740741,21.7379227053,7.65771604938,205.112,729.55075,58.7535,103.43125,0.16688852459,0.172924390244,185,27.0,49.0,301
439,0.0121326688387,26.6619941703,1.14508060692,0.437256993836,174.000826749,105.384012497,21.2,683.756540541,2392.42333333,284.649233873,1.0,118.666666667,435.555555556,21.3333333333,7.31481481481,14.9814814815,1.71296296296,20.8300120773,7.66666666667,209.95225,679.15125,59.70975,166.2505,0.170124074074,0.192011363636,185,27.0,49.0,301
440,0.0165235395993,27.4153506312,1.15870080607,0.587790422001,174.000826749,105.384012497,21.2,702.927731707,2392.42333333,284.649233873,1.0,76.5555555556,197.194444444,21.037037037,9.25925925926,14.6574074074,3.39814814815,20.4051932367,8.98117283951,227.44375,737.804,73.3195,228.3595,0.158191428571,0.199192857143,185,27.0,49.0,301
441,0.0252395750656,23.6642513531,0.965187026515,0.365932765152,163.376323359,105.740093478,12.88,699.785083333,2129.73888889,321.842006855,0.52,29.4444444444,225.638888889,25.3981481481,7.26851851852,16.9166666667,0.981481481481,29.2774758454,7.73765432099,101.5615,761.8755,55.86875,134.422,0.149143478261,0.158896296296,186,32.0,31.0,186
444,0.0157580425361,21.454098605,0.926455965909,0.542507102273,163.376323359,105.740093478,12.88,820.197483871,2129.73888889,321.842006855,0.52,35.9166666667,183.388888889,26.1944444444,7.9537037037,17.7407407407,1.78703703704,30.3487318841,8.42094017094,58.9435,762.3955,42.04975,87.02325,0.139673469388,0.175228571429,186,32.0,31.0,186
445,0.0,25.6362160668,1.01401515152,0.405456912879,163.376323359,105.740093478,12.88,781.866166667,2129.73888889,321.842006855,0.52,32.1111111111,59.4722222222,24.6759259259,7.7037037037,16.6666666667,0.907407407407,27.3928140097,8.56543209877,99.7615,738.3945,53.94125,99.45175,0.124962903226,0.141669767442,186,32.0,31.0,186
446,0.0324508825826,23.3254609645,0.905433238636,0.519767992424,163.376323359,105.740093478,12.88,784.48325,2129.73888889,321.842006855,0.52,74.1111111111,200.944444444,24.7685185185,9.38888888889,16.9537037037,3.13888888889,26.755736715,9.1799382716,96.14275,682.06825,57.0325,182.022,0.124966666667,0.149010416667,186,32.0,31.0,186
447,0.0142890725324,25.8529356463,0.872833806818,0.597632575758,163.376323359,105.740093478,12.88,809.144105263,2129.73888889,321.842006855,0.52,68.6666666667,103.527777778,24.4351851852,11.1388888889,16.4907407407,4.73148148148,26.1470410628,10.4169753086,118.98525,735.841,68.67,240.19775,0.1096,0.166563636364,186,32.0,31.0,186
456,0.00115489322386,31.5824982538,4.15666904422,2.88069424631,177.155101461,102.582644489,27.28,519.371047619,385.051111111,148.163744436,1.0,5.38888888889,826.944444444,26.9907407407,13.8518518519,19.2314814815,9.86111111111,22.3662439614,6.39135802469,189.3485,627.36725,84.128,195.05475,0.356538461538,0.4051,189,38.0,42.0,232
457,0.00178483501567,31.9580602748,4.27785306705,3.19324774132,177.155101461,102.582644489,27.28,537.198146341,385.051111111,148.163744436,1.0,1.0,620.972222222,27.8981481481,13.4444444444,20.0833333333,8.92592592593,25.4610507246,7.28179012346,216.58625,646.8055,85.18475,205.65975,0.349628571429,0.3332,189,38.0,42.0,232
459,0.00745431089746,31.5824982538,4.07278887304,3.55788159772,177.155101461,102.582644489,27.28,801.34152381,385.051111111,148.163744436,1.0,17.4166666667,119.861111111,27.1296296296,14.8796296296,19.8148148148,9.26851851852,23.8819444444,9.33641975309,55.8755,694.74275,94.10425,236.2355,0.34021,0.3317,189,38.0,42.0,232
461,0.00104990298634,31.7329055828,3.79991678554,3.33741084165,177.155101461,102.582644489,27.28,763.005852941,385.051111111,148.163744436,1.0,23.2222222222,262.861111111,27.9444444444,18.5833333333,20.5277777778,12.8518518519,26.9190821256,11.3660493827,57.346,708.4475,115.16475,239.26025,0.33474,0.35165,189,38.0,42.0,232
462,0.000472992695686,20.0538115715,1.8857703281,1.46203043272,173.821005979,102.561559895,20.24,694.081769231,375.588888889,167.890347446,1.0,1.91666666667,427.25,32.1481481481,15.212962963,22.5555555556,9.75925925926,36.8620169082,9.3987654321,69.2935,964.00175,96.999,274.16875,0.234571014493,0.25571969697,190,38.0,42.0,343
463,0.000236496347843,16.3533290573,2.01873514028,1.41814075131,173.821005979,102.561559895,20.24,567.064738095,375.588888889,167.890347446,1.0,1.58333333333,760.138888889,30.6574074074,14.3240740741,21.5277777778,9.87962962963,29.1865942029,7.11018518519,147.88125,834.76825,80.6945,221.055,0.238718571429,0.262166666667,190,38.0,42.0,343
464,0.000354744547576,15.8654060988,2.09314075131,1.30079648122,173.821005979,102.561559895,20.24,578.872214286,375.588888889,167.890347446,1.0,0.0833333333333,570.944444444,31.5092592593,14.2037037037,22.5092592593,9.07407407407,33.1645531401,8.19290123457,169.26,859.946,80.74175,225.12275,0.239214705882,0.252651851852,190,38.0,42.0,343
466,0.00248321162654,18.0428623804,1.91815263909,1.54637422729,173.821005979,102.561559895,20.24,848.320275862,375.588888889,167.890347446,1.0,13.6388888889,110.361111111,30.2314814815,16.0092592593,21.787037037,9.89814814815,30.7807971014,10.6299382716,54.31725,904.15525,95.962,272.8595,0.227752380952,0.244675471698,190,38.0,42.0,343
467,0.000472992695686,17.6208651851,1.82347836424,1.30284117927,173.821005979,102.561559895,20.24,951.300444444,375.588888889,167.890347446,1.0,23.0,464.5,31.25,17.9537037037,22.7037037037,12.037037037,32.6618357488,12.8382716049,46.11175,899.58525,87.124,297.1065,0.222775409836,0.250269811321,190,38.0,42.0,343
468,0.000827737208847,16.6114891762,1.87897051831,1.56490727532,173.821005979,102.561559895,20.24,814.726969697,375.588888889,167.890347446,1.0,20.75,235.611111111,30.787037037,19.3796296296,22.3148148148,13.3148148148,33.8236714976,13.1009259259,49.91925,906.566,115.318,285.7405,0.232350819672,0.244229090909,190,38.0,42.0,343
469,0.000224719095447,17.1899048503,1.92276190476,1.42183333333,172.408768987,107.813274255,22.6,745.089052632,617.638888889,206.573515671,0.96,2.11111111111,403.444444444,31.0925925926,13.6296296296,22.9444444444,8.93518518519,36.6524758454,8.87716049383,56.72125,952.30425,97.6455,281.1175,0.181830434783,0.213772727273,191,35.0,36.0,421
470,0.000449438190893,14.1698215065,2.08202380952,1.447,172.408768987,107.813274255,22.6,591.090390244,617.638888889,206.573515671,0.96,0.777777777778,692.361111111,29.6018518519,12.6111111111,21.7222222222,8.90740740741,28.4483695652,6.66203703704,135.89125,832.4735,79.16075,220.52025,0.187761428571,0.21586,191,35.0,36.0,421
471,0.000449438190893,14.3581382014,2.17051190476,1.28725,172.408768987,107.813274255,22.6,591.678973684,617.638888889,206.573515671,0.96,0.0,535.027777778,30.25,12.4537037037,22.8055555556,8.2962962963,32.0175120773,7.88209876543,156.20125,844.37975,79.173,229.857,0.184530882353,0.218859259259,191,35.0,36.0,421
473,0.00157303365178,15.6081817204,1.88347619048,1.52382142857,172.408768987,107.813274255,22.6,885.491233333,617.638888889,206.573515671,0.96,12.3333333333,106.611111111,29.1388888889,14.3055555556,21.9259259259,9.34259259259,30.5374396135,10.4935185185,46.5655,902.895,98.03025,275.594,0.1786875,0.215224074074,191,35.0,36.0,421
474,0.00280898870126,15.3149346824,1.85825,1.25378571429,172.408768987,107.813274255,22.6,983.542666667,617.638888889,206.573515671,0.96,23.6944444444,426.611111111,30.037037037,16.3333333333,22.8611111111,11.5092592593,32.4293478261,12.1114197531,35.449,900.425,87.205,306.398,0.175203225806,0.222741818182,191,35.0,36.0,421
475,0.00337078654615,13.3475743155,1.8284047619,1.56955952381,172.408768987,107.813274255,22.6,867.561114286,617.638888889,206.573515671,0.96,18.8055555556,216.222222222,29.8703703704,17.9722222222,22.6203703704,13.0833333333,32.6310386473,12.8182098765,38.61575,901.72575,119.97275,295.217,0.185177419355,0.21921754386,191,35.0,36.0,421
476,0.000344241600504,13.3390800084,1.56270238095,1.19578571429,153.457841302,107.240696937,17.88,774.133375,551.156666667,189.356374508,0.6,1.47222222222,375.0,33.1851851852,14.6944444444,23.8611111111,9.01851851852,42.6871980676,10.2268518519,40.876,936.1475,99.1585,298.7385,0.165847761194,0.214146031746,192,33.0,33.0,865
477,0.000688483201009,10.9550455448,1.74230952381,1.13483333333,153.457841302,107.240696937,17.88,639.633289474,551.156666667,189.356374508,0.6,0.416666666667,582.5,31.0648148148,13.6296296296,22.037037037,8.84259259259,32.2584541063,7.63858024691,101.33275,832.0945,82.976,222.31525,0.17546969697,0.215459259259,192,33.0,33.0,865
478,0.000344241600504,11.309451648,1.73941666667,1.05551190476,153.457841302,107.240696937,17.88,619.944028571,551.156666667,189.356374508,0.6,0.0,533.333333333,32.6018518519,13.3888888889,23.5185185185,8.0462962963,38.255736715,8.82191358025,126.3475,825.47925,83.585,240.9515,0.167213432836,0.221486538462,192,33.0,33.0,865
479,0.00470463500652,10.8083907234,1.65245238095,1.0950952381,153.457841302,107.240696937,17.88,801.074454545,551.156666667,189.356374508,0.6,0.0,438.638888889,33.6296296296,14.6851851852,23.7037037037,8.74074074074,43.7581521739,10.6752136752,37.8349166667,916.66275,87.803,279.3705,0.198475862069,0.272477777778,192,33.0,33.0,865
480,0.00378665740517,15.8452262157,1.57795238095,1.22414285714,153.457841302,107.240696937,17.88,896.650473684,551.156666667,189.356374508,0.6,11.3888888889,98.6666666667,32.1481481481,15.8796296296,23.2314814815,9.42592592593,38.0703502415,12.3351851852,38.84875,899.74125,104.2585,279.97625,0.170578125,0.221910169492,192,33.0,33.0,865
481,0.00298342707079,10.1210879572,1.49576190476,1.00489285714,153.457841302,107.240696937,17.88,1024.4712,551.156666667,189.356374508,0.6,12.5833333333,381.361111111,32.4907407407,17.5555555556,23.9074074074,11.5092592593,39.4846014493,14.025617284,34.15325,898.34325,93.57675,323.39925,0.169923809524,0.227065517241,192,33.0,33.0,865
482,0.0633404507525,10.921980775,1.35420238095,1.28626190476,153.457841302,107.240696937,17.88,899.024264706,551.156666667,189.356374508,0.6,12.9444444444,181.777777778,31.5462962963,18.7962962963,23.3888888889,12.5833333333,37.8574879227,14.624382716,43.428,896.0645,127.98125,303.46825,0.165706451613,0.22377,192,33.0,33.0,865
484,0.000318563337024,5.31659713088,1.24020655271,0.921011396011,173.589330878,100.979183529,18.84,683.473047619,494.568888889,157.85511194,0.36,1.77777777778,464.055555556,31.962962963,14.1851851852,22.5925925926,9.09259259259,35.0099637681,7.96450617284,76.11025,861.76825,81.27575,226.73925,0.159288571429,0.216921311475,193,33.0,33.0,478
485,0.000106187771282,5.13568684997,1.21022079772,0.852647198481,173.589330878,100.979183529,18.84,635.002818182,494.568888889,157.85511194,0.36,0.138888888889,474.888888889,33.3518518519,13.8240740741,23.9537037037,8.47222222222,40.202294686,8.91111111111,110.82825,838.989,79.242,247.00725,0.148219117647,0.211936363636,193,33.0,33.0,478
486,0.00116806550728,5.26940559104,1.12763532764,0.815135327635,173.589330878,100.979183529,18.84,844.5464,494.568888889,157.85511194,0.36,0.0,366.888888889,34.2962962963,15.1666666667,24.1851851852,9.21296296296,46.4773550725,11.0515873016,31.035,936.9525,84.34525,288.82625,0.177308474576,0.240945714286,193,33.0,33.0,478
487,0.000106187771282,4.7291461548,1.05512820513,0.917640075973,173.589330878,100.979183529,18.84,952.532,494.568888889,157.85511194,0.36,13.5833333333,68.2777777778,33.0462962963,16.712962963,23.6574074074,10.0,40.6352657005,13.2969135802,34.7635,926.8935,97.542,279.3335,0.1519890625,0.21655862069,193,33.0,33.0,478
488,0.000955689949264,4.89289828972,1.00230294397,0.736134852802,173.589330878,100.979183529,18.84,1033.0097,494.568888889,157.85511194,0.36,11.6944444444,293.75,32.8703703704,18.2407407407,24.1481481481,12.0,40.2276570048,14.7790123457,30.10725,925.6025,91.78075,337.607,0.148336666667,0.216467857143,193,33.0,33.0,478
489,0.00392894763787,5.28133636563,0.867462013295,1.01625118708,173.589330878,100.979183529,18.84,959.206829268,494.568888889,157.85511194,0.36,12.1111111111,120.444444444,32.212962963,19.1296296296,23.8611111111,12.8796296296,39.5757850242,14.6552469136,38.22175,923.79725,120.661,304.06,0.137801694915,0.211276666667,193,33.0,33.0,478
490,0.00151099295994,24.7422254554,2.25429184549,1.90504291845,188.737834719,99.4866116398,23.32,693.073473684,583.346666667,192.342067508,1.0,2.55555555556,459.333333333,33.3240740741,14.1851851852,24.8333333333,8.80555555556,41.4085144928,9.80709876543,77.13825,866.67025,105.867,239.03875,0.104401449275,0.141867857143,195,39.0,41.0,292
491,0.000971352635053,25.0383991817,2.5275631855,1.7912613257,188.737834719,99.4866116398,23.32,604.30288,583.346666667,192.342067508,1.0,0.0,440.722222222,31.8888888889,13.6574074074,23.5185185185,8.91666666667,36.3327294686,7.95524691358,138.493,792.20825,96.4975,200.45175,0.111613043478,0.153544444444,195,39.0,41.0,292
492,0.000431712278756,21.14585331,2.59893896042,1.83279685265,188.737834719,99.4866116398,23.32,536.422682927,583.346666667,192.342067508,1.0,0.527777777778,653.555555556,32.3981481481,12.4259259259,23.9537037037,7.56481481481,36.5389492754,7.99104938272,198.0145,740.78875,84.8885,194.08075,0.11805,0.149021621622,195,39.0,41.0,292
493,0.0016189211003,21.013718467,2.58819742489,1.81793037673,188.737834719,99.4866116398,23.32,752.270380952,583.346666667,192.342067508,1.0,5.66666666667,514.555555556,33.4259259259,14.1388888889,24.7592592593,8.76851851852,40.0555555556,9.53083028083,46.33425,862.762,91.608,224.26925,0.110815517241,0.17618125,195,39.0,41.0,292
494,0.00356162637041,21.013718467,2.38106819266,2.06772770625,188.737834719,99.4866116398,23.32,809.355119048,583.346666667,192.342067508,1.0,35.4722222222,125.805555556,31.3611111111,14.9351851852,23.5740740741,8.89814814815,35.7720410628,10.6549382716,63.151,853.1715,100.42775,228.5715,0.127831147541,0.167803448276,195,39.0,41.0,292
495,0.00561225978088,26.7637283341,2.30253934192,1.75287315212,188.737834719,99.4866116398,23.32,870.853928571,583.346666667,192.342067508,1.0,32.1111111111,513.055555556,32.2314814815,16.7685185185,24.3796296296,11.2777777778,37.2004830918,12.5385802469,40.03925,862.568,103.95575,307.33075,0.121098245614,0.182686,195,39.0,41.0,292
496,0.0168367788401,20.383443021,2.21568907964,1.98676680973,188.737834719,99.4866116398,23.32,878.426647059,583.346666667,192.342067508,1.0,2.11111111111,161.027777778,31.6111111111,18.2314814815,23.9259259259,12.3055555556,38.1678743961,13.0283950617,41.6585,873.5485,134.57175,295.4825,0.122563793103,0.187356363636,195,39.0,41.0,292
497,0.00852842570481,39.4342623613,3.44399667142,2.40479077508,193.114546104,102.317102764,30.32,607.840583333,1134.13222222,240.529382048,1.0,2.91666666667,553.083333333,31.787037037,12.287037037,23.8425925926,7.0,39.0727657005,9.73765432099,84.09625,849.544,115.2305,194.83275,0.148063768116,0.161350909091,196,39.0,41.0,502
498,0.0112374540349,39.4342623613,3.81403946743,2.4414764622,193.114546104,102.317102764,30.32,544.3619375,1134.13222222,240.529382048,1.0,0.111111111111,524.666666667,30.0740740741,11.4444444444,22.5277777778,6.67592592593,33.3623188406,7.69413580247,163.7845,753.72475,100.55025,151.42775,0.13605942029,0.171866666667,196,39.0,41.0,502
499,0.00220735710932,39.4342623613,3.91755825012,2.45246077033,193.114546104,102.317102764,30.32,442.943958333,1134.13222222,240.529382048,1.0,8.88888888889,743.472222222,30.287037037,10.6296296296,22.75,5.7037037037,33.4595410628,8.1787037037,223.982,724.4085,87.24225,147.724,0.139191176471,0.1619375,196,39.0,41.0,502
500,0.00742474668293,39.4342623613,3.9657275321,2.72864954826,193.114546104,102.317102764,30.32,682.203708333,1134.13222222,240.529382048,1.0,13.3055555556,591.027777778,31.3333333333,12.25,23.7314814815,6.92592592593,36.8118961353,9.25763125763,57.50425,834.65525,96.17775,163.97025,0.132257627119,0.199790322581,196,39.0,41.0,502
501,0.00561872701747,39.4342623613,3.84009747979,2.85255587256,193.114546104,102.317102764,30.32,648.5605,1134.13222222,240.529382048,1.0,42.8888888889,156.277777778,29.5277777778,12.8611111111,22.7037037037,7.41666666667,32.6998792271,10.3490740741,66.2275,813.26725,118.11,220.7835,0.139876271186,0.174289655172,196,39.0,41.0,502
502,0.00632106812827,39.5573855845,3.31510936757,2.69309320019,193.114546104,102.317102764,30.32,801.152177778,1134.13222222,240.529382048,1.0,45.1944444444,589.805555556,29.9814814815,14.3796296296,23.212962963,9.43518518519,33.3197463768,11.3969135802,27.47725,805.70525,108.93725,280.7245,0.137760714286,0.185126530612,196,39.0,41.0,502
503,0.00501672061806,38.9366287651,2.49422253923,1.96708273894,193.114546104,102.317102764,30.32,771.458366667,1134.13222222,240.529382048,1.0,2.94444444444,218.305555556,29.5925925926,16.3796296296,22.6666666667,11.1203703704,33.8623188406,12.6913580247,30.04825,829.297,159.83375,293.3065,0.147908928571,0.182305660377,196,39.0,41.0,502
